1791.030029,0
1783,1
1790.150024,0
1777.170044,1
1790.880005,0
1782.680054,0
1743.819946,1
1753.380005,0
1752.98999,1
1776.01001,1
1796.199951,1
1800.449951,1
1820.119995,0
1814.819946,1
1828.459961,1
1839.030029,0
1838.900024,0
1829.23999,1
1841.069946,0
1836.780029,1
1847.660034,0
1845.790039,0
1844.900024,1
1855.119995,1
1857.680054,0
1849.22998,1
1874.050049,1
1874.180054,1
1878.52002,0
1877.859985,1
1878.26001,0
1866.150024,1
1869.060059,0
1845.069946,0
1842.810059,1
1858.920044,1
1872.25,0
1860.089966,1
1874.530029,0
1867.670044,0
1859.47998,1
1867.089966,0
1852.109985,0
1850.069946,1
1859.160034,1
1873.959961,1
1886.609985,1
1891.430054,0
1890.25,0
1863.920044,0
1845.47998,1
1852.640015,1
1872.280029,0
1830.650024,0
1818.180054,1
1831.449951,1
1846.01001,1
1861.72998,1
1865.790039,1
1872.569946,1
1879.319946,1
1881.969971,0
1877.719971,0
1865,1
1870.780029,1
1877.099976,1
1884.390015,1
1885.300049,0
1879.449951,1
1883.689941,0
1868.530029,1
1877.390015,0
1875.27002,1
1880.030029,1
1896.75,1
1897.130005,0
1888.160034,0
1871.189941,1
1876.660034,1
1884.880005,0
1873.339966,1
1888.189941,1
1893.319946,1
1902.01001,1
1911.77002,0
1910.599976,1
1920.329956,1
1923.869995,0
1923.069946,0
1923.060059,1
1928.52002,1
1942.410034,1
1948.969971,1
1950.339966,0
1949.369995,0
1943.349976,0
1930.800049,1
1934.839966,1
1937.150024,1
1942.72998,1
1957.5,1
1960.449951,1
1962.920044,0
1961.969971,0
1949.27002,1
1959.890015,0
1956.560059,1
1960.790039,1
1962.290039,1
1973.060059,1
1975.880005,1
1984.219971,0
1976.390015,0
1965.099976,1
1966.670044,0
1965.76001,1
1969.859985,1
1977.359985,0
1976.349976,1
1979.75,0
1961.540039,1
1976.930054,0
1975.650024,1
1985.319946,1
1988.069946,0
1984.599976,0
1978.25,1
1980.030029,0
1973.209961,0
1965.140015,0
1929.800049,0
1926.619995,1
1936.339966,0
1917.290039,1
1923.030029,0
1910.349976,1
1933.430054,1
1935.72998,0
1935.599976,1
1947.410034,1
1958.869995,0
1958.359985,1
1972.72998,1
1980.459961,1
1986.819946,1
1992.599976,0
1991.73999,1
1998.589966,1
2000.540039,0
1997.420044,1
1998.449951,1
2004.069946,0
2003.569946,0
2001.670044,0
1998,1
2007.170044,0
2000.72998,0
1988.410034,1
1992.849976,1
1996.73999,0
1986.040039,0
1981.930054,1
1999.300049,1
2003.069946,1
2012.73999,0
2009.079956,0
1992.780029,0
1983.339966,1
1997.319946,0
1966.219971,1
1978.959961,0
1978.209961,0
1971.439941,0
1945.829956,1
1948.119995,1
1970.01001,0
1962.359985,0
1935.550049,1
1967.680054,0
1925.630005,0
1905.650024,0
1877.109985,0
1874.180054,0
1855.949951,1
1864.910034,1
1885.619995,1
1909.380005,1
1941.290039,0
1931.02002,1
1951.589966,1
1962.969971,1
1964.140015,1
1983.290039,0
1979.48999,1
2001.199951,1
2018.209961,0
2015.810059,0
2015.290039,1
2023.329956,1
2032.359985,0
2032.01001,1
2038.199951,0
2037.75,1
2039.209961,1
2039.73999,0
2038.290039,1
2041.47998,1
2051.159912,0
2045.869995,1
2057.459961,1
2065.070068,1
2070.149902,0
2067.360107,1
2074.780029,0
2065.780029,0
2053.77002,1
2067.449951,1
2073.639893,0
2072.780029,1
2074.840088,0
2056.550049,1
2058.860107,0
2027.920044,1
2030.359985,0
2005.030029,0
1986.709961,0
1973.77002,1
2018.97998,1
2061.040039,1
2069.280029,1
2081.47998,1
2083.25,1
2084.300049,1
2087.629883,1
2088.48999,0
2082.110107,0
2058.899902,0
2054.439941,0
2022.150024,0
2005.550049,1
2030.609985,1
2063.449951,0
2046.130005,0
2031.579956,0
2018.400024,0
2013.75,0
1992.25,1
2020.76001,0
2020.189941,1
2034.300049,1
2062.97998,0
2050.419922,0
2047.859985,0
2032.339966,0
2002.449951,1
2019.349976,0
1996.670044,1
2022.709961,1
2048.860107,0
2043.449951,1
2062.280029,0
2053.469971,0
2049.379883,1
2068.550049,1
2069.97998,1
2088.780029,1
2096.469971,1
2099.159912,1
2099.25,0
